순번,의료기관명,의료기관 분류,의료기관 주소,Latitude,Longitude,의료기관 전화번호
199,연세감동치과의원,치과의원,"세종특별자치시 한누리대로 2022, 404호,405호 (소담동, 아크레타 아이콤스타타워)",36.4844685,127.2991635,044-868-7522
200,초목한의원,한의원,"세종특별자치시 새롬중앙로 55, 201호 (새롬동, 행운빌딩)",36.4856879,127.2503691,044-868-7520
201,남부통합보건지소,보건지소,"세종특별자치시 새롬로 14, 3층 (새롬동)",36.4861265,127.2565186,044-301-2400
202,소담튼튼소아청소년과의원,의원,"세종특별자치시 한누리대로 2016, 404호,405호 (소담동, 타임빌딩)",36.4850762,127.2996161,044-868-8276
203,새롬정형외과의원,의원,"세종특별자치시 새롬중앙로 34, 415호,416호,417호 (새롬동, 크리스마스빌딩)",36.4845698,127.2524441,044-998-3369
204,드림내과의원,의원,"세종특별자치시 새롬중앙로 55, 401호,402호403호 (새롬동, 행운빌딩)",36.4856879,127.2503691,044-715-7582
205,드림이비인후과의원,의원,"세종특별자치시 남세종로 458, 아리랑빌딩 201,202호 (보람동)",36.4770449,127.2892331,044-865-1275
206,세종드림연합의원,의원,"세종특별자치시 한누리대로 2264, 3층 (대평동, 씨티오브드림)",36.472904,127.2767942,1577-4713
207,제일연합내과의원,의원,"세종특별자치시 새롬중앙로 62-15, 401호,402(일부)호 (새롬동, 해피라움W)",36.4869109,127.2511677,044-715-5501
208,힘내라신경외과의원,의원,"세종특별자치시 새롬중앙로 67, 503호,504호,505호,506호 (새롬동, 오렌지빌딩)",36.486892,127.250231,044-417-6881
209,새온치과의원,치과의원,"세종특별자치시 새롬중앙로 67, 304호 (새롬동, 오렌지빌딩)",36.4867617,127.2501362,044-867-2842
210,금동치과의원,치과의원,"세종특별자치시 새롬중앙로 62-15, 505호 (새롬동, 해피라움W)",36.4869109,127.2511677,044-866-9037
211,세종탑치과의원,치과의원,"세종특별자치시 새롬중앙로 59, 303호 (새롬동, 새롬빌딩)",36.4860713,127.2502089,044-715-7528
212,새롬한의원,한의원,"세종특별자치시 새롬중앙로 51, 303호 (새롬동, 에스월드빌딩)",36.4854466,127.2504332,044-863-8375
213,청심당한의원,한의원,"세종특별자치시 남세종로 454, 403호 (보람동, 강남제일타워)",36.477293,127.28961,044-866-1875
214,이안정신건강의학과의원,의원,"세종특별자치시 한누리대로 273, 307호,402호,606~607호,706~707호호 (나성동)",36.4884829,127.2564969,044-999-1102
215,우리연합의원,의원,"세종특별자치시 남세종로 454, 404호 (보람동, 강남제일타워)",36.477293,127.28961,044-867-7803
216,제이와이치과의원,치과의원,"세종특별자치시 새롬중앙로 64, 404호 (새롬동, 세종영광프라자)",36.4865899,127.2510153,044-867-5600
217,다정한의원,한의원,"세종특별자치시 새롬중앙로 59, 302호 (새롬동, 새롬빌딩)",36.4860713,127.2502089,044-868-1090
218,새롬숲치과의원,치과의원,"세종특별자치시 새롬중앙로 34, 311호 (새롬동, 크리스마스빌딩)",36.4845698,127.2524441,044-999-2577
219,세종스타치과의원,치과의원,"세종특별자치시 나성로 125-16, 7~8층 (나성동, 스타타워)",36.4900912,127.2577622,044-905-2222
220,무지개소아청소년과의원,의원,"세종특별자치시 소담1로 16, 406호 (소담동, 지엘플렉스2)",36.4845533,127.3011103,044-862-0507
221,사상참경희한의원,한의원,"세종특별자치시 새롬중앙로 34, 408호 (새롬동, 크리스마스빌딩)",36.4845698,127.2524441,044-999-1075
222,바른우리치과교정과치과의원,치과의원,"세종특별자치시 새롬중앙로 64, 301~302호 (새롬동, 세종영광프라자)",36.4865899,127.2510153,044-998-2080
223,소담내과의원,의원,"세종특별자치시 한누리대로 2016, 302~309호 (소담동, 타임빌딩)",36.4850762,127.2996161,044-863-4100
224,오라클피부과의원,의원,"세종특별자치시 한누리대로 245, 404~405호 (나성동, 에스알파크원)",36.4853596,127.2618883,044-868-0075
225,유심한의원,한의원,"세종특별자치시 부강면 부강로 42, 105.106.107호",36.5297419,127.366179,044-868-0375
226,세종연세소아청소년과의원,의원,"세종특별자치시 새롬중앙로 47, 402~403호 (새롬동, 세움빌딩)",36.4848805,127.2507958,044-867-9393
227,이유경내과의원,의원,"세종특별자치시 한누리대로 2265, 세종메디컬센터 3층 304~306호 (대평동)",36.4721655,127.277306,044-868-0261
228,세종가톨릭정형외과의원,의원,"세종특별자치시 도움1로 106, 401~402호,405~408호,416호 (종촌동, 메가시티)",36.5026153,127.2481851,044-867-7171
229,상쾌한이비인후과의원,의원,"세종특별자치시 새롬중앙로 59, 403호 (새롬동, 새롬빌딩)",36.4860713,127.2502089,044-862-7584
230,평화당한의원,한의원,"세종특별자치시 새롬중앙로 47, 304호 (새롬동, 세움빌딩)",36.4848805,127.2507958,044-864-7600
231,심치과의원,치과의원,"세종특별자치시 새롬중앙로 47, 405호 (새롬동, 세움빌딩)",36.4848805,127.2507958,044-862-2871
232,더블유성형외과의원,의원,"세종특별자치시 한누리대로 245, 401호 (나성동, 에스알파크원)",36.4862596,127.2630024,044-863-6673
233,봄뜰부부한의원,한의원,"세종특별자치시 남세종로 466, 303호 (보람동, 아평빌딩)",36.476702,127.2884254,044-862-6193
234,소리숨이비인후과의원,의원,"세종특별자치시 나성로 96, 더센트럴 421호 (나성동)",36.486721,127.2582671,044-868-1177
235,서울소담치과의원,치과의원,"세종특별자치시 한누리대로 2018, 304~305호 (소담동, 사이언스타운)",36.4847449,127.2993181,044-865-2811
236,세종소담한의원,한의원,"세종특별자치시 한누리대로 2018, 407~408호 (소담동, 사이언스타운)",36.4847449,127.2993181,044-862-3500
237,두미소신경과의원,의원,"세종특별자치시 한누리대로 249, 에스제이타워 408~410,507호 (나성동)",36.4845984,127.2584531,044-867-6119
238,세종국민건강의원,의원,"세종특별자치시 가온로 8, 혜원빌딩 2~3층 (다정동)",36.4914892,127.2552086,1522-3466
239,코알이비인후과의원,의원,"세종특별자치시 한누리대로 2018, 사이언스타운 4층 403~406호 (소담동)",36.4847449,127.2993181,044-865-3650
240,연세고마운치과의원,치과의원,"세종특별자치시 한누리대로 249, 406~407호 (나성동, 에스제이타워)",36.4864249,127.2609,044-866-2872
241,열린이비인후과의원,의원,"세종특별자치시 다정중앙로 45, 다정프라자 304호~305호 (다정동)",36.494445,127.2485599,044-867-7550
242,세종보람치과의원,치과의원,"세종특별자치시 남세종로 466, 403호 (보람동, 아평빌딩)",36.476702,127.2884254,044-863-7522
243,웰에스테의원,의원,"세종특별자치시 도움1로 106, 메가시티 409호 (종촌동)",36.5026153,127.2481851,044-863-8271
244,세종성모소아청소년과의원,의원,"세종특별자치시 한누리대로 2129, 스타힐타워Ⅱ 401~405,409,412~415호 (보람동)",36.4782996,127.2892998,044-865-4003
245,드림여성한의원,한의원,"세종특별자치시 보듬3로 143, 402호 (아름동, 대영프라자)",36.5115351,127.243696,044-865-7765
246,강남 더 뷰티 성형외과의원,의원,"세종특별자치시 한누리대로 169, 스타벅스 행복타워 303호,305호,308호 (나성동)",36.4802459,127.2618184,044-864-8008
247,참좋아치과의원,치과의원,"세종특별자치시 보듬3로 143, 304,305,306호 (아름동, 대영프라자)",36.5115351,127.243696,044-864-8575
248,일희재한의원,한의원,"세종특별자치시 한누리대로 249, 307호 (나성동, 에스제이타워)",36.4845984,127.2584531,044-867-6262
249,현대정형외과의원,의원,"세종특별자치시 조치원읍 새내로 63, 2층",36.5976765,127.2985507,044-862-5161
250,나은정형외과의원,의원,"세종특별자치시 보듬3로 143, 502,503호 (아름동, 대영프라자)",36.5115351,127.243696,044-863-7579
251,금강한의원,한의원,"세종특별자치시 조치원읍 조치원로 22, 4층",36.6011379,127.2991637,044-862-5310
252,서울아산신경외과의원,의원,"세종특별자치시 나성북로 9, 701,702호 (나성동, 메가타워1)",36.4896498,127.2578632,044-868-5288
253,장효길한의원,한의원,"세종특별자치시 한누리대로 2143, 407호 (보람동, 금강시티타워)",36.4779787,127.2885798,044-867-8758
254,더플랜트치과의원,치과의원,"세종특별자치시 아름서1길 13-12, 403,404호 (아름동, 제이디빌딩)",36.5116352,127.2432425,044-998-2875
255,백앤미의원,의원,"세종특별자치시 절재로 194, 510호 (어진동, 중앙타운)",36.5082505,127.2624711,044-868-9617
256,경희고운한의원,한의원,"세종특별자치시 마음로 264, 301층 (고운동, 고운프라자)",36.5192791,127.2346597,044-864-9575
257,세종프라임치과의원,치과의원,"세종특별자치시 한누리대로 499, 402호 (어진동, 세종미디어프라자)",36.5038336,127.2547988,044-868-3522
258,수치과의원,치과의원,"세종특별자치시 절재로 194, 508호 (어진동, 중앙타운)",36.5082505,127.2624711,044-864-5369
259,이사랑치과의원,치과의원,"세종특별자치시 한누리대로 2257, 판타지타워 203호 (대평동)",36.4726802,127.2778762,044-868-0037
260,현가한의원,한의원,"세종특별자치시 조치원읍 새내10길 12, 2층",36.6002088,127.2991041,044-865-1075
261,한사랑의원,의원,"세종특별자치시 도움1로 106, 메가시티 501,505,506,507호 (종촌동)",36.5026153,127.2481851,044-867-3569
262,고운마음한의원,한의원,"세종특별자치시 고운서길 19, 304호 (고운동, 스마트큐브1)",36.505846,127.2339926,044-863-7517
263,세종미소치과의원,치과의원,"세종특별자치시  한누리대로 2135, 302,303,301호 (보람동, 스타힐타워1) (보람동)",36.4739374,127.2926125,044-864-4936
264,서울삼성안과의원,의원,"세종특별자치시 도움1로 106, 메가시티 403,404,414호 (종촌동)",36.5026153,127.2481851,044-862-0014
265,세종항도외과의원,의원,"세종특별자치시 한누리대로 253, 503호 (나성동, 에스빌딩)",36.4866841,127.2570939,044-867-4475
266,삼성온가족치과의원,치과의원,"세종특별자치시 도움1로 106, 510호 (종촌동, 메가시티)",36.5026811,127.2481373,044-865-2843
267,라온소아청소년과의원,의원,"세종특별자치시 새롬중앙로 62-15, 해피라움W 303,304호 (새롬동)",36.4869109,127.2511677,044-866-1350
268,산돌한의원,한의원,"세종특별자치시 도움1로 106, 메가시티 502,508,509,514호 (종촌동)",36.5026153,127.2481851,044-865-7585
269,유소아청소년과의원,의원,"세종특별자치시 도움1로 108, 408.409호 (종촌동, 몰리브)",36.5026493,127.2475352,044-866-8025
270,세종시원마취통증의학과의원,의원,"세종특별자치시 보듬3로 100, 해피라움1 201~203호 (아름동)",36.5119329,127.2485182,044-867-7585
271,세종우리성모안과의원,의원,"세종특별자치시 한누리대로 273, 601~604호 (나성동)",36.4884829,127.2564969,044-864-3370
272,매일연합의원,의원,"세종특별자치시 절재로 154, 1층 (어진동, 홈플러스 세종점)",36.5073165,127.2588611,044-864-7975
273,올마취통증의학과의원,의원,"세종특별자치시 도움3로 105-7, 403.404.405호 (종촌동, 메디케어)",36.5045207,127.2496465,044-863-0648
274,브이유의원,의원,"세종특별자치시 나성북로 21, 센트럴타워 506호 (나성동)",36.4898147,127.258937,044-866-6222
275,도담민들레치과의원,치과의원,"세종특별자치시 보듬3로 8-27, 403-1호 (도담동, 새한빌딩)",36.5146653,127.2578335,044-865-0102
276,세종함소아한의원,한의원,"세종특별자치시 보듬3로 143, 405,406호 (아름동, 대영프라자)",36.5115351,127.243696,044-868-8333
277,세종금남치과의원,치과의원,"세종특별자치시 금남면 용포로 80, 2층",36.4657632,127.2815069,044-863-5275
278,연세럭스치과의원,치과의원,"세종특별자치시 보듬3로 100, 해피라움1 204,205호 (아름동)",36.5119329,127.2485182,044-864-2804
279,에이스한의원,한의원,"세종특별자치시 보듬3로 100, 405-2호 (아름동, 해피라움1)",36.5119329,127.2485182,044-867-1076
280,365 열린연합의원,의원,"세종특별자치시 마음로 74, 302.303호 (고운동, 그랜드프라자)",36.5052589,127.2339021,044-864-7757
281,박소영한의원,한의원,"세종특별자치시 도움1로 108, 413호 (종촌동, 몰리브)",36.5026493,127.2475352,044-865-7075
282,세종제이피부과의원,의원,"세종특별자치시 보듬3로 92, 해피라움2 403,404,405호 (아름동)",36.511737,127.2497282,044-865-1675
283,숨편한한의원,한의원,"세종특별자치시 도움1로 108, 402-2.420호 (종촌동, 몰리브)",36.5026493,127.2475352,044-866-0175
284,화이트부부치과의원,치과의원,"세종특별자치시 도움1로 108, 410.411호 (종촌동, 몰리브)",36.5026493,127.2475352,044-865-2835
285,최훈내과의원,의원,"세종특별자치시 보듬3로 91, 303.304호 (아름동, 해피라움4)",36.5113818,127.2495315,044-865-5575
286,연세크리스마스치과의원,치과의원,"세종특별자치시 마음로 70, 302.303호 (고운동, 에셀프라자)",36.5050737,127.2344,044-865-2075
287,스마일치과의원,치과의원,"세종특별자치시 마음로 74, 그랜드프라자 202,203호 (고운동)",36.5052589,127.2339021,044-863-8575
288,광제중국한의원,한의원,"세종특별자치시 조치원읍 조치원로 42, 2층",36.6014279,127.3015584,044-865-8338
289,이병진치과의원,치과의원,"세종특별자치시 조치원읍 조치원로 7, 3층",36.6014534,127.297612,044-862-2812
290,자연치유한의원,한의원,"세종특별자치시 금남면 청룡안길 114-112, 1.2동 2.3층",36.4494304,127.3248224,044-864-0080
291,위대한내과의원,의원,"세종특별자치시 절재로 194, 505호,506호 (어진동, 중앙타운)",36.5082505,127.2624711,044-865-3375
292,세종연합비뇨기과의원,의원,"세종특별자치시 한누리대로 273, 새롬씨티 403,404,407,408호 (나성동)",36.4863319,127.2605704,044-867-2800
293,스마트정신건강의학과의원,의원,"세종특별자치시 절재로 194, 504호 (어진동, 세종드림)",36.5082505,127.2624711,044-862-7392
294,아이닉안과의원,의원,"세종특별자치시 절재로 194, 403,404호 (어진동, 세종드림)",36.5082505,127.2624711,044-868-1288
295,고운맘소아청소년과의원,의원,"세종특별자치시 마음로 70, 304호 (고운동, 에셀프라자)",36.5050737,127.2344,044-862-5252
296,두리이비인후과의원,의원,"세종특별자치시 절재로 194, 중앙타운 801,802호 (어진동)",36.5082505,127.2624711,044-865-7577
297,삼성마음그린정신건강의학과의원,의원,"세종특별자치시 한누리대로 253, 에스빌딩 301호,505호 (나성동)",36.4866841,127.2570939,044-867-1000
298,제일마취통증의학과의원,의원,"세종특별자치시 절재로 194, 604호 (어진동, 세종드림)",36.5082505,127.2624711,044-862-0008
299,서울봄빛치과의원,치과의원,"세종특별자치시 절재로 194, 중앙타운 401,402,405호 (어진동)",36.5082505,127.2624711,044-867-1575
300,행복경희한의원,한의원,"세종특별자치시 고운서길 10, 303호 (고운동, 대현빌딩)",36.5055296,127.2351933,044-867-7599
301,성원치과의원,치과의원,"세종특별자치시 절재로 194, 408.409호 (어진동, 세종드림)",36.5082505,127.2624711,044-868-6091
302,세종다사랑가정의학과의원,의원,"세종특별자치시 도움3로 105-7, 401호 (종촌동, 메디케어)",36.5045207,127.2496465,044-863-7523
303,패밀리치과의원,치과의원,"세종특별자치시 달빛로 47, 301호 (종촌동, 종촌파크프라자)",36.5031538,127.249892,044-866-2804
304,세종시365으랏차한의원,한의원,"세종특별자치시 절재로 194, 407호 (어진동, 세종드림)",36.5082505,127.2624711,044-864-5671
305,맑은내과외과의원,의원,"세종특별자치시 달빛로 45, The Riverside 401~404, 503호 (종촌동)",36.5029373,127.249969,044-863-6777
306,첫마을치과의원,치과의원,"세종특별자치시 한누리대로 165, 세종메디피아 302,303호 (나성동)",36.4798954,127.2619433,044-867-2275
307,세종 정형외과의원,의원,"세종특별자치시 한누리대로 583, 도담센트럴프라자 501,502,506호 (도담동)",36.5196437,127.2623921,044-867-2191
308,세종 쉼 정신건강의학과의원,의원,"세종특별자치시 한누리대로 583, 503호 (도담동, 도담센트럴프라자)",36.5195359,127.2618503,044-864-1181
309,세종내과의원,의원,"세종특별자치시 보듬3로 6, 204.205호 (도담동, 라온프라이빗시티2상가)",36.5134258,127.2587981,044-868-1070
310,건강한 가족의원,의원,"세종특별자치시 보듬3로 8-12, 101-2.102호 (도담동, 라온프라이빗시티1상가)",36.5134258,127.2587981,044-858-7555
311,세종퍼스트피부과의원,의원,"세종특별자치시 달빛로 59, 호만빌딩 601~603호 (종촌동)",36.5042148,127.2497583,044-864-9969
312,세종미즈산부인과의원,의원,"세종특별자치시 도움3로 105-5, 504호 (종촌동, 종촌중앙프라자)",36.504743,127.2494236,044-868-3582
313,유 앤이 내과의원,의원,"세종특별자치시 도움3로 105-5, 501.502.503.507호 (종촌동, 종촌중앙프라자)",36.504743,127.2494236,044-862-7511
314,신 치과의원,치과의원,"세종특별자치시 장군면 장척로 407, 2층",36.4975413,127.2057312,044-864-2827
315,율제한의원,한의원,"세종특별자치시 도움3로 105-7, 302호 (종촌동, 메디케어빌딩)",36.5044345,127.2496036,044-417-1585
316,세종연세에스의원,의원,"세종특별자치시 한누리대로 265, 명동프라자 403~405호 (나성동)",36.4853596,127.2618883,044-864-8610
317,웰키즈소아청소년과의원,의원,"세종특별자치시 보듬3로 95, 해피라움3 307,308,309-1,310-2,401~5,410,603~8,705~6호(아름동) (아름동)",36.5114366,127.2486612,044-868-4880
318,서울바른이치과의원,치과의원,"세종특별자치시 다정중앙로 39, 다정센터프라자2 504호 (다정동)",36.4940293,127.2484494,044-863-2282
319,도담도담 소아청소년과의원,의원,"세종특별자치시 보듬3로 6, 212호 (도담동, 라온프라이빗시티2상가)",36.5134258,127.2587981,044-867-3211
320,세종 어린이 치과의원,치과의원,"세종특별자치시 보듬3로 91, 305호 (아름동, 해피라움4상가)",36.5113818,127.2495315,044-865-7502
321,모드니 치과의원,치과의원,"세종특별자치시 금송로 687, 3층 (가람동, 이마트세종점)",36.4708431,127.2506265,044-864-2876
322,우리치과의원,치과의원,"세종특별자치시 도움3로 105-5, 402.403호 (종촌동, 종촌중앙프라자)",36.504743,127.2494236,1096
323,바른명치과의원,치과의원,"세종특별자치시 한누리대로 583, 도담센트럴프라자 302,303,304,504,505호 (도담동)",36.519607,127.2622079,044-864-2824
324,좋은하루이비인후과의원,의원,"세종특별자치시 보듬4로 9, 3층 6,7호 (도담동, 도램마을11단지)",36.5137167,127.2600833,044-998-7582
325,좋은하루 치과의원,치과의원,"세종특별자치시 보듬4로 9, 3층 8,9호 (도담동, 도램마을11단지)",36.5137167,127.2600833,044-998-7599
326,맘애든치과의원,치과의원,"세종특별자치시 도움3로 105-8, 501.502호 (종촌동, 신목빌딩)",36.5043139,127.2492167,044-862-2874
327,경희한의원,한의원,"세종특별자치시 한누리대로 583, 도담센트럴프라자 403호 (도담동)",36.5075842,127.252938,044-862-1025
328,씨엘비뇨기과의원,의원,"세종특별자치시 도움3로 105-5, 603.604호 (종촌동, 종촌중앙프라자)",36.504743,127.2494236,044-865-0052
329,계림한의원,한의원,"세종특별자치시 다정중앙로 58, 다정메디프라자 403호 (다정동)",36.495623,127.249222,044-868-2355
330,두치과의원,치과의원,"세종특별자치시 달빛로 59, 402.403.404호 (종촌동, 호만빌딩)",36.5042148,127.2497583,044-868-2877
331,바른한의원,한의원,"세종특별자치시 달빛로 59, 호만빌딩 203호,301호,302호 (종촌동)",36.5042272,127.2497555,044-868-0380
332,정토한의원,한의원,"세종특별자치시 보듬3로 92, 303호 (아름동, 해피라움2상가)",36.511737,127.2497282,044-863-7588
333,세종서울치과의원,치과의원,"세종특별자치시 도움3로 105-7, 501호 (종촌동, 메디케어빌딩)",36.5044345,127.2496036,044-863-7528
334,우리이비인후과의원,의원,"세종특별자치시 보듬3로 92, 409호 (아름동, 해피라움2상가)",36.511737,127.2497282,044-865-8575
335,세움치과의원,치과의원,"세종특별자치시 보듬3로 92, 310호 (아름동, 해피라움2상가)",36.511737,127.2497282,044-862-2755
336,세움소아청소년과의원,의원,"세종특별자치시 보듬3로 92, 310호 (아름동, 해피라움2상가)",36.511737,127.2497282,044-862-6075
337,세종속편한내과의원,의원,"세종특별자치시 보듬3로 95, 해피라움3 3층 301,302,304-2,305호 (아름동)",36.5114366,127.2486612,044-862-1401
338,세종아이소아청소년과의원,의원,"세종특별자치시 달빛로 59, 303.304호 (종촌동, 호만빌딩)",36.5042148,127.2497583,044-864-0800
339,세종베스트치과의원,치과의원,"세종특별자치시 보듬3로 92, 407.408호 (아름동, 해피라움2상가)",36.511737,127.2497282,044-865-7528
340,강남치과의원,치과의원,"세종특별자치시 금남면 용포로 63, 2층",36.4643689,127.2806801,044-867-7528
341,아름치과의원,치과의원,"세종특별자치시 보듬3로 92, 206.207호 (아름동, 해피라움2상가)",36.511737,127.2497282,044-863-2833
342,크로바내과의원,의원,"세종특별자치시 한누리대로 253, 606~607호 (나성동, 에스빌딩)",36.4866841,127.2570939,044-863-7975
343,킹세종 이비인후과의원,의원,"세종특별자치시 한누리대로 492, 청암빌딩 303,304호 (어진동)",36.5073391,127.2622843,044-868-1443
344,세종반석정형외과의원,의원,"세종특별자치시 한누리대로 157, 601-609호 (나성동, 금강프라자)",36.4791529,127.2624012,044-863-7551
345,아름 한의원,한의원,"세종특별자치시 보듬3로 104-19, 303호 (아름동, 세석빌딩)",36.5122553,127.2498473,044-868-9600
346,세종마취통증의학과의원,의원,"세종특별자치시 한누리대로 193, 402호 (나성동, 참미르빌딩)",36.4820636,127.2605158,044-863-7582
347,박승룡한의원,한의원,"세종특별자치시 달빛로 47, 202호 (종촌동, 종촌파크프라자)",36.5031538,127.249892,044-867-2075
348,지에프정형외과의원,의원,"세종특별자치시 달빛로 43, 3층 (종촌동, 금강빌딩)",36.5027225,127.2500324,044-868-7506
349,서울굿모닝치과의원,치과의원,"세종특별자치시 도움3로 105-5, 505.506호 (종촌동, 종촌중앙프라자)",36.504743,127.2494236,044-865-2833
350,이삭소아청소년과의원,의원,"세종특별자치시 한누리대로 169, 세종행복타워 301,307,401호 (나성동)",36.4862596,127.2630024,044-865-8275
351,곰돌이 소아청소년과의원,의원,"세종특별자치시 달빛로 47, 302호 (종촌동, 종촌파크프라자)",36.5031538,127.249892,044-866-0275
352,서울좋은치과의원,치과의원,"세종특별자치시 한누리대로 193, 301호 (나성동, 참미르빌딩)",36.4820636,127.2605158,044-862-7528
353,세종상신한의원,한의원,"세종특별자치시 한누리대로 193, 303호 (나성동, 참미르메디칼)",36.4843335,127.2677211,044-867-8275
354,한사랑메디칼의원,의원,"세종특별자치시 누리로 106, 302호 (한솔동, 송원프라자)",36.4798327,127.2526672,044-866-7580
355,세종프라우메디산부인과의원,의원,"세종특별자치시 한누리대로 165 (나성동, 세종메디피아6,7층)",36.4798954,127.2619433,044-716-1000
356,누리마루치과의원,치과의원,"세종특별자치시 도움8로 81, A동 301호 (어진동)",36.5046297,127.2705662,044-865-2275
357,새봄빛한의원,한의원,"세종특별자치시 부강면 부강로 53, 2층 201호 (세종클리닉)",36.5304935,127.3650232,044-868-1075
358,세종대일당한의원,한의원,"세종특별자치시 한누리대로 157 (나성동, 금강프라자 503호)",36.4791529,127.2624012,044-866-0002
359,세종플란트 치과의원,치과의원,"세종특별자치시 한누리대로 157 (나성동, 금강프라자,304호)",36.4791529,127.2624012,044-868-2875
360,유한의원,한의원,"세종특별자치시 조치원읍 군청로 88, 1층",36.5925879,127.2937927,044-868-9677
361,세종경희한의원,한의원,"세종특별자치시 한누리대로 165, 세종메디피아 310호 (나성동)",36.4798954,127.2619433,044-864-1075
362,임재욱한의원,한의원,세종특별자치시 조치원읍 충현로 47,36.5933146,127.2979912,044-862-3333
363,햇님한의원,한의원,"세종특별자치시 소담1로 16, 지엘플렉스2 302호 (소담동)",36.4845533,127.3011103,044-866-6777
364,세종치과의원,치과의원,"세종특별자치시 전의면 만세길 5, 2층",36.6790045,127.2039071,044-862-7035
365,여러분소통내과의원,의원,"세종특별자치시 조치원읍 새내로 88-1, 3층",36.5997214,127.2986365,044-864-7588
366,한솔퍼스트치과의원,치과의원,"세종특별자치시 새롬중앙로 62-15, 201호 (새롬동, 해피라움W)",36.4869109,127.2511677,044-866-2275
367,세종소아청소년과의원,의원,"세종특별자치시 한누리대로 157, 405호 (나성동, 금강프라자)",36.4791529,127.2624012,044-866-1275
368,최진웅치과의원,치과의원,"세종특별자치시 조치원읍 새내로 122, 메가박스(외 1필지 세종시네마 1동) 204호",36.6028353,127.2981478,044-866-2835
369,마음그린한의원,한의원,세종특별자치시 조치원읍 새내6길 3,36.5983944,127.2987745,044-866-7510
370,세종한의원,한의원,"세종특별자치시 금남면 용포로 64, 1.2층",36.4642527,127.2811532,044-866-2011
371,부강한의원,한의원,세종특별자치시 부강면 부강1길 5,36.5309289,127.3654767,044-275-8155
372,장동석내과의원,의원,"세종특별자치시 조치원읍 새내로 122, 메가박스 3층 306,307,308,309,310,311,312호",36.6030637,127.2981247,044-868-8841
373,둥구나무한의원,한의원,"세종특별자치시 금남면 용포로 80, 3층",36.4657632,127.2815069,044-866-7555
374,부강부부치과의원,치과의원,"세종특별자치시 부강면 부촌길 39, 1층",36.5296658,127.3667574,044-275-2855
375,행복한의원,한의원,세종특별자치시 장군면 장척로 405-2,36.4975083,127.2055639,044-856-0075
376,서울연합외과의원,의원,"세종특별자치시 조치원읍 조치원로 22, 3층",36.6011379,127.2991637,044-865-3838
377,원한의원,한의원,세종특별자치시 전의면 장터길 2-1,36.6790382,127.2049343,044-866-1122
378,부부치과의원,치과의원,"세종특별자치시 조치원읍 도원2로 39, 2층",36.5927073,127.2870141,044-868-2275
379,문치과의원,치과의원,세종특별자치시 조치원읍 대첩로 75,36.5946418,127.2878382,044-862-2875
380,플러스치과의원,치과의원,세종특별자치시 조치원읍 허만석로 60-1 (플러스타운 A동 201호),36.5864276,127.2983783,044-867-2870
381,부강면보건지소,보건지소,세종특별자치시 부강면 부강5길 38 (부강면사무소),36.5295251,127.371019,044-301-2232
382,대성한의원,한의원,세종특별자치시 조치원읍 도원2로 39,36.5927073,127.2870141,044-862-3375
383,경희일구한의원,한의원,세종특별자치시 조치원읍 새내로 88-2,36.5996206,127.2985905,044-863-7719
384,서울연합의원,의원,"세종특별자치시 소정면 소정구길 164, 103,201호",36.7186076,127.1569413,044-523-3375
385,김승환이비인후과의원,의원,세종특별자치시 조치원읍 새내로 88-1,36.5997214,127.2986365,044-862-8575
386,다솜가정의학과의원,의원,세종특별자치시 조치원읍 도원1로 16 (푸르지오 상가 208. 209호),36.5923161,127.2896392,044-865-0075
387,고명철정형외과의원,의원,세종특별자치시 조치원읍 새내로 77,36.5986676,127.2983228,044-865-3414
388,이은경소아청소년과의원,의원,세종특별자치시 조치원읍 새내로 77,36.5986676,127.2983228,044-868-3414
389,연세가정의학과의원,의원,세종특별자치시 조치원읍 대첩로 17,36.5953359,127.2941893,044-863-8275
390,제중한의원,한의원,세종특별자치시 조치원읍 조치원로 31-1,36.6017437,127.3002085,044-866-3331
391,다인치과의원,치과의원,"세종특별자치시 조치원읍 새내9길 3, 2,3층",36.6001854,127.298095,044-868-7527
392,하나의원,의원,"세종특별자치시 조치원읍 조치원로 42, 1층",36.6014279,127.3015584,044-864-7612
393,금빛한의원,한의원,"세종특별자치시 조치원읍 조치원4길 16, 1층",36.6007117,127.2986301,044-862-1358
394,서울신통마취통증의학과의원,의원,"세종특별자치시 조치원읍 새내로 97, 3층",36.6003728,127.2980352,044-862-7582
395,성모안과의원,의원,"세종특별자치시 조치원읍 새내로 97, 601호",36.6003728,127.2980352,044-868-0021
396,대중한의원,한의원,세종특별자치시 전의면 만세길 22,36.6789589,127.2044783,044-863-5253
397,홍은표외과의원,의원,"세종특별자치시 조치원읍 새내로 122, 메가박스 210~212호",36.6030637,127.2981247,044-863-7502
398,세종영상의학과의원,의원,"세종특별자치시 금남면 용포로 116, 3층",36.4688777,127.2812188,044-866-0009
399,보성치과의원,치과의원,세종특별자치시 조치원읍 조치원2길 5,36.6010047,127.2976092,044-865-8879
400,굿모닝가정의학과의원,의원,세종특별자치시 조치원읍 으뜸길 208,36.6007958,127.29705,044-868-7582
401,누가치과의원,치과의원,"세종특별자치시 조치원읍 새내로 88-1, 4층",36.5997214,127.2986365,044-864-2872
402,신화비뇨기과의원,의원,세종특별자치시 조치원읍 조치원1길 6,36.6014418,127.2975009,044-865-9999
